invoice_row,model_no,sku,handle,product_name,line,type,category,price_tier,retail_thb,retail_usd,cost_usd,weight_g,size_mm,material,metal_finish,stone,stock_qty,description_html,image_url_1,seo_title,seo_description,quote_text,invoice_image,notes
442,ORPA0107,ORPA0107,dragonfly-clip-blue-enamel,"Dragonfly Clip, Blue Enamel",A,Charm,Spacers & Clips,Signature,1200,39,5.50,1.50,8.2 x 10.3mm,925 Sterling Silver,Oxidized Silver,,10,"<p style=""font-family: Inter, sans-serif;"">A silver dragonfly with pale blue enamel wings. Clips grip the chain, so your charms stay where you put them.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 8.2 x 10.3mm<br>
<strong>Weight:</strong> 1.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Dragonfly Clip, Blue Enamel | Orloff of Denmark",A silver dragonfly with pale blue enamel wings.,,img_0431.jpg,Named and described from the product photograph
443,ORGCB51-WY,ORGCB51-WY,daisy-charm-white-and-yellow,"Daisy Charm, White and Yellow",A,Charm,Nature,Signature,1200,39,4.93,1.60,14 x 14mm,925 Sterling Silver,"Rhodium Plated, Enamel",,30,"<p style=""font-family: Inter, sans-serif;"">Enamel daisy, white petals, yellow centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 14 x 14mm<br>
<strong>Weight:</strong> 1.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Daisy Charm, White and Yellow | Orloff of Denmark","Enamel daisy, white petals, yellow centre.",,img_0433.jpg,"Identified from the invoice photograph, confidence high"
444,ORGCB51-YL,ORGCB51-YL,daisy-charm-blue,"Daisy Charm, Blue",A,Charm,Nature,Signature,1200,39,4.93,1.60,14 x 14mm,925 Sterling Silver,"Rhodium Plated, Enamel",,30,"<p style=""font-family: Inter, sans-serif;"">Blue enamel petals with a yellow centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 14 x 14mm<br>
<strong>Weight:</strong> 1.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Daisy Charm, Blue | Orloff of Denmark",Blue enamel petals with a yellow centre.,,img_0432.jpg,"Identified from the invoice photograph, confidence high"
445,ORGCB51-YP,ORGCB51-YP,daisy-charm-purple,"Daisy Charm, Purple",A,Charm,Nature,Signature,1200,39,4.93,1.60,14 x 14mm,925 Sterling Silver,"Rhodium Plated, Enamel",,29,"<p style=""font-family: Inter, sans-serif;"">Purple and white enamel petals with a yellow centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 14 x 14mm<br>
<strong>Weight:</strong> 1.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Daisy Charm, Purple | Orloff of Denmark",Purple and white enamel petals with a yellow centre.,,img_0437.jpg,"Identified from the invoice photograph, confidence high"
446,ORGCB51-YR,ORGCB51-YR,daisy-charm-red,"Daisy Charm, Red",A,Charm,Nature,Signature,1200,39,4.93,1.60,14 x 14mm,925 Sterling Silver,"Rhodium Plated, Enamel",,30,"<p style=""font-family: Inter, sans-serif;"">Red and white enamel petals with a yellow centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 14 x 14mm<br>
<strong>Weight:</strong> 1.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Daisy Charm, Red | Orloff of Denmark",Red and white enamel petals with a yellow centre.,,img_0435.jpg,"Identified from the invoice photograph, confidence high"
447,ORGCB51-P,ORGCB51-P,daisy-dangle-pink,"Daisy Dangle, Pink",A,Charm,Nature,Signature,1200,39,4.93,1.60,14 x 14mm,925 Sterling Silver,"Rhodium Plated, Enamel",,30,"<p style=""font-family: Inter, sans-serif;"">Pink and white enamel petals with a yellow centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 14 x 14mm<br>
<strong>Weight:</strong> 1.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Daisy Dangle, Pink | Orloff of Denmark",Pink and white enamel petals with a yellow centre.,,img_0436.jpg,"Identified from the invoice photograph, confidence high"
448,ORGCB52-L,ORGCB52-L,fortune-charm-blue-enamel,"Fortune Charm, Blue Enamel",A,Charm,Milestones & Sentiment,Statement,1600,49,7.56,4.00,17 x 12 x 2mm,925 Sterling Silver,"Rhodium Plated, Enamel",,28,"<p style=""font-family: Inter, sans-serif;"">Chinese character fu, fortune, in blue enamel on a white tag.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 17 x 12 x 2mm<br>
<strong>Weight:</strong> 4.00g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Fortune Charm, Blue Enamel | Orloff of Denmark","Chinese character fu, fortune, in blue enamel on a white tag.",,img_0441.jpg,"Identified from the invoice photograph, confidence high"
449,ORGCB53-L,ORGCB53-L,longevity-charm-blue-enamel,"Longevity Charm, Blue Enamel",A,Charm,Milestones & Sentiment,Statement,1600,49,7.60,4.00,17 x 12 x 2mm,925 Sterling Silver,"Rhodium Plated, Enamel",,28,"<p style=""font-family: Inter, sans-serif;"">Chinese character shou, longevity, in blue enamel.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 17 x 12 x 2mm<br>
<strong>Weight:</strong> 4.00g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Longevity Charm, Blue Enamel | Orloff of Denmark","Chinese character shou, longevity, in blue enamel.",,img_0443.jpg,"Identified from the invoice photograph, confidence high"
450,ORGCB54-L,ORGCB54-L,prosperity-charm-blue-enamel,"Prosperity Charm, Blue Enamel",A,Charm,Milestones & Sentiment,Statement,1600,49,7.65,4.00,17 x 12 x 2mm,925 Sterling Silver,"Rhodium Plated, Enamel",,28,"<p style=""font-family: Inter, sans-serif;"">Chinese character lu, prosperity, in blue enamel on a white tag.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 17 x 12 x 2mm<br>
<strong>Weight:</strong> 4.00g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Prosperity Charm, Blue Enamel | Orloff of Denmark","Chinese character lu, prosperity, in blue enamel on a white tag.",,img_0442.jpg,"Identified from the invoice photograph, confidence high"
451,ORGCB55-L,ORGCB55-L,good-luck-charm-blue-enamel,"Good Luck Charm, Blue Enamel",A,Charm,Milestones & Sentiment,Statement,1600,49,7.73,4.00,17 x 12 x 2mm,925 Sterling Silver,"Rhodium Plated, Enamel",,29,"<p style=""font-family: Inter, sans-serif;"">Chinese character reading as ji, auspicious.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 17 x 12 x 2mm<br>
<strong>Weight:</strong> 4.00g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Good Luck Charm, Blue Enamel | Orloff of Denmark","Chinese character reading as ji, auspicious.",,img_0439.jpg,"Identified from the invoice photograph, confidence medium. NEEDS CONFIRMATION"
452,ORGCB56-B,ORGCB56-B,love-charm-black-enamel,"Love Charm, Black Enamel",A,Charm,Milestones & Sentiment,Statement,1600,49,7.57,4.00,17 x 12 x 2mm,925 Sterling Silver,"Rhodium Plated, Enamel",,26,"<p style=""font-family: Inter, sans-serif;"">Chinese character ai with the word Love beneath.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 17 x 12 x 2mm<br>
<strong>Weight:</strong> 4.00g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Love Charm, Black Enamel | Orloff of Denmark",Chinese character ai with the word Love beneath.,,img_0440.jpg,"Identified from the invoice photograph, confidence high"
453,ORGCB57-Z,ORGCB57-Z,acorn-charm,Acorn Charm,A,Charm,Nature,Statement,1600,49,7.82,3.90,18 x 13mm,925 Sterling Silver,"Rhodium Plated, Enamel",,27,"<p style=""font-family: Inter, sans-serif;"">Silver cap over brown enamel, green enamel leaf.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 18 x 13mm<br>
<strong>Weight:</strong> 3.90g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Acorn Charm | Orloff of Denmark,"Silver cap over brown enamel, green enamel leaf.",,img_0438.jpg,"Identified from the invoice photograph, confidence high"
454,ORGCB58-LVR,ORGCB58-LVR,good-luck-clover-charm,Good Luck Clover Charm,A,Charm,Nature,Signature,1200,39,5.65,2.70,15 x 14.5mm,925 Sterling Silver,"Rhodium Plated, Enamel",,23,"<p style=""font-family: Inter, sans-serif;"">Green enamel four leaf clover with a red ladybird, lettered Good luck.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 15 x 14.5mm<br>
<strong>Weight:</strong> 2.70g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Good Luck Clover Charm | Orloff of Denmark,"Green enamel four leaf clover with a red ladybird, lettered Good luck.",,img_0434.jpg,"Identified from the invoice photograph, confidence high"
498,ORCB214,ORCB214,flamingo-charm,Flamingo Charm,A,Charm,Animals,Signature,1200,39,4.60,1.6,11mm,925 Sterling Silver,Oxidized Silver,Stone: None,19,"<p style=""font-family: Inter, sans-serif;"">Openwork round bead with a flamingo silhouette.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Stone: None<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.6g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Flamingo Charm | Orloff of Denmark,Openwork round bead with a flamingo silhouette.,,img_0487.jpg,"Identified from the invoice photograph, confidence high"
508,ORGCBB1-17-W,ORGCBB1-17-W,snake-chain-bracelet-with-enamel-accent-17cm-white,"Snake Chain Bracelet with Enamel Accent, 17cm, White",A,Bracelet,,Base,2800,89,22.15,13.16,17cm,925 Sterling Silver,"Rhodium Plating, Enamel",,8,"<p style=""font-family: Inter, sans-serif;"">A 17cm sterling silver snake chain with a white enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 17cm<br>
<strong>Weight:</strong> 13.16g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 17cm, White | Orloff of Denmark",A 17cm sterling silver snake chain with a white enamel bead at the clasp.,,img_0500.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
509,ORGCBB1-17-R,ORGCBB1-17-R,snake-chain-bracelet-with-enamel-accent-17cm-red,"Snake Chain Bracelet with Enamel Accent, 17cm, Red",A,Bracelet,,Base,2800,89,22.15,13.16,17cm,925 Sterling Silver,"Rhodium Plating, Enamel",,5,"<p style=""font-family: Inter, sans-serif;"">A 17cm sterling silver snake chain with a red enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 17cm<br>
<strong>Weight:</strong> 13.16g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 17cm, Red | Orloff of Denmark",A 17cm sterling silver snake chain with a red enamel bead at the clasp.,,img_0499.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
510,ORGCBB1-17-K,ORGCBB1-17-K,snake-chain-bracelet-with-enamel-accent-17cm-black,"Snake Chain Bracelet with Enamel Accent, 17cm, Black",A,Bracelet,,Base,2800,89,22.15,13.16,17cm,925 Sterling Silver,"Rhodium Plating, Enamel",,6,"<p style=""font-family: Inter, sans-serif;"">A 17cm sterling silver snake chain with a black enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 17cm<br>
<strong>Weight:</strong> 13.16g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 17cm, Black | Orloff of Denmark",A 17cm sterling silver snake chain with a black enamel bead at the clasp.,,img_0498.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
511,ORGCBB1-17-B,ORGCBB1-17-B,snake-chain-bracelet-with-enamel-accent-17cm-blue,"Snake Chain Bracelet with Enamel Accent, 17cm, Blue",A,Bracelet,,Base,2800,89,22.15,13.16,17cm,925 Sterling Silver,"Rhodium Plating, Enamel",,6,"<p style=""font-family: Inter, sans-serif;"">A 17cm sterling silver snake chain with a blue enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 17cm<br>
<strong>Weight:</strong> 13.16g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 17cm, Blue | Orloff of Denmark",A 17cm sterling silver snake chain with a blue enamel bead at the clasp.,,img_0496.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
512,ORGCBB1-17-G,ORGCBB1-17-G,snake-chain-bracelet-with-enamel-accent-17cm-flower,"Snake Chain Bracelet with Enamel Accent, 17cm, Flower",A,Bracelet,,Base,2800,89,22.15,13.16,17cm,925 Sterling Silver,"Rhodium Plating, Enamel",,8,"<p style=""font-family: Inter, sans-serif;"">A 17cm sterling silver snake chain with a flower enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 17cm<br>
<strong>Weight:</strong> 13.16g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 17cm, Flower | Orloff of Denmark",A 17cm sterling silver snake chain with a flower enamel bead at the clasp.,,img_0497.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
513,ORGCBB1-19-W,ORGCBB1-19-W,snake-chain-bracelet-with-enamel-accent-19cm-white,"Snake Chain Bracelet with Enamel Accent, 19cm, White",A,Bracelet,,Base,2800,89,23.95,14.40,19cm,925 Sterling Silver,"Rhodium Plating, Enamel",,8,"<p style=""font-family: Inter, sans-serif;"">A 19cm sterling silver snake chain with a white enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 19cm<br>
<strong>Weight:</strong> 14.40g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 19cm, White | Orloff of Denmark",A 19cm sterling silver snake chain with a white enamel bead at the clasp.,,img_0500.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
514,ORGCBB1-19-R,ORGCBB1-19-R,snake-chain-bracelet-with-enamel-accent-19cm-red,"Snake Chain Bracelet with Enamel Accent, 19cm, Red",A,Bracelet,,Base,2800,89,23.95,14.40,19cm,925 Sterling Silver,"Rhodium Plating, Enamel",,8,"<p style=""font-family: Inter, sans-serif;"">A 19cm sterling silver snake chain with a red enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 19cm<br>
<strong>Weight:</strong> 14.40g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 19cm, Red | Orloff of Denmark",A 19cm sterling silver snake chain with a red enamel bead at the clasp.,,img_0499.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
515,ORGCBB1-19-K,ORGCBB1-19-K,snake-chain-bracelet-with-enamel-accent-19cm-black,"Snake Chain Bracelet with Enamel Accent, 19cm, Black",A,Bracelet,,Base,2800,89,23.95,16.50,19cm,925 Sterling Silver,"Rhodium Plating, Enamel",,7,"<p style=""font-family: Inter, sans-serif;"">A 19cm sterling silver snake chain with a black enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 19cm<br>
<strong>Weight:</strong> 16.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 19cm, Black | Orloff of Denmark",A 19cm sterling silver snake chain with a black enamel bead at the clasp.,,img_0498.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
516,ORGCBB1-19-B,ORGCBB1-19-B,snake-chain-bracelet-with-enamel-accent-19cm-blue,"Snake Chain Bracelet with Enamel Accent, 19cm, Blue",A,Bracelet,,Base,2800,89,23.95,16.50,19cm,925 Sterling Silver,"Rhodium Plating, Enamel",,8,"<p style=""font-family: Inter, sans-serif;"">A 19cm sterling silver snake chain with a blue enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 19cm<br>
<strong>Weight:</strong> 16.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 19cm, Blue | Orloff of Denmark",A 19cm sterling silver snake chain with a blue enamel bead at the clasp.,,img_0496.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
517,ORGCBB1-19-G,ORGCBB1-19-G,snake-chain-bracelet-with-enamel-accent-19cm-flower,"Snake Chain Bracelet with Enamel Accent, 19cm, Flower",A,Bracelet,,Base,2800,89,23.95,14.40,19cm,925 Sterling Silver,"Rhodium Plating, Enamel",,8,"<p style=""font-family: Inter, sans-serif;"">A 19cm sterling silver snake chain with a flower enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 19cm<br>
<strong>Weight:</strong> 14.40g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 19cm, Flower | Orloff of Denmark",A 19cm sterling silver snake chain with a flower enamel bead at the clasp.,,img_0497.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
518,ORGCBB1-21-W,ORGCBB1-21-W,snake-chain-bracelet-with-enamel-accent-21cm-white,"Snake Chain Bracelet with Enamel Accent, 21cm, White",A,Bracelet,,Base,2800,89,26.85,16.50,21cm,925 Sterling Silver,"Rhodium Plating, Enamel",,5,"<p style=""font-family: Inter, sans-serif;"">A 21cm sterling silver snake chain with a white enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 21cm<br>
<strong>Weight:</strong> 16.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 21cm, White | Orloff of Denmark",A 21cm sterling silver snake chain with a white enamel bead at the clasp.,,img_0500.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
519,ORGCBB1-21-R,ORGCBB1-21-R,snake-chain-bracelet-with-enamel-accent-21cm-red,"Snake Chain Bracelet with Enamel Accent, 21cm, Red",A,Bracelet,,Base,2800,89,26.85,16.50,21cm,925 Sterling Silver,"Rhodium Plating, Enamel",,8,"<p style=""font-family: Inter, sans-serif;"">A 21cm sterling silver snake chain with a red enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 21cm<br>
<strong>Weight:</strong> 16.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 21cm, Red | Orloff of Denmark",A 21cm sterling silver snake chain with a red enamel bead at the clasp.,,img_0499.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
520,ORGCBB1-21-K,ORGCBB1-21-K,snake-chain-bracelet-with-enamel-accent-21cm-black,"Snake Chain Bracelet with Enamel Accent, 21cm, Black",A,Bracelet,,Base,2800,89,26.85,16.50,21cm,925 Sterling Silver,"Rhodium Plating, Enamel",,8,"<p style=""font-family: Inter, sans-serif;"">A 21cm sterling silver snake chain with a black enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 21cm<br>
<strong>Weight:</strong> 16.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 21cm, Black | Orloff of Denmark",A 21cm sterling silver snake chain with a black enamel bead at the clasp.,,img_0498.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
521,ORGCBB1-21-B,ORGCBB1-21-B,snake-chain-bracelet-with-enamel-accent-21cm-blue,"Snake Chain Bracelet with Enamel Accent, 21cm, Blue",A,Bracelet,,Base,2800,89,26.85,16.50,21cm,925 Sterling Silver,"Rhodium Plating, Enamel",,8,"<p style=""font-family: Inter, sans-serif;"">A 21cm sterling silver snake chain with a blue enamel bead at the clasp. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plating, Enamel<br>
<strong>Length:</strong> 21cm<br>
<strong>Weight:</strong> 16.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Snake Chain Bracelet with Enamel Accent, 21cm, Blue | Orloff of Denmark",A 21cm sterling silver snake chain with a blue enamel bead at the clasp.,,img_0496.jpg,"Model as real Shopify variants (Colour x Size), per Appendix A9"
527,ORGCB177,ORGCB177,,,A,Charm,,Signature,1200,39,5.62,2.5,11mm,925 Sterling Silver,Rhodium Plated,,28,,,,,,img_0506.jpg,"HOLD, not named: Openwork disc showing figures with tall poles, stars around the band. A traditional dance or festival scene, origin unclear. CONFIRM SUBJECT."
